000000446.19    000000000.00    000002478.81
000000000.00    000000000.00    000013500.28
000002280.54    000000000.00    000012669.66
000000371.93    000000000.00    000002066.25
000000000.00    000000000.00    000000675.00
000000000.00    000000000.00    000002009.61
000000000.00    000000000.00    000001108.73
000000000.00    000000000.00    000015953.28
000000000.00    000000000.00    000000953.71
000000000.00    000000000.00    000000386.46
000000000.00    000000000.00    000000497.82
000000000.00    000000000.00    000000242.36
000000000.00    000000000.00    000000275.11
000000000.00    000000000.00    000000275.11
000000000.00    000000000.00    000002250.00
000000000.00    000000000.00    000001179.04
000000000.00    000000000.00    000002101.31
000000000.00    000000000.00    000001210.92
000000000.00    000000000.00    000000458.52
000000000.00    000000000.00    000017179.17
000000000.00    000000000.00    000042947.92
000000000.00    000000000.00    000003656.55
000000000.00    000000000.00    000012322.70
000000000.00    000000000.00    000001772.05
000000000.00    000000000.00    000001201.31
000000000.00    000000000.00    000002030.13
000000000.00    000000000.00    000008154.15
000000000.00    000000000.00    000001277.29
000000000.00    000000000.00    000010153.28
000000000.00    000000000.00    000002534.93
000000000.00    000000000.00    000001771.62
000000000.00    000000000.00    000002785.59
000000000.00    000000000.00    000000290.39
000000000.00    000000000.00    000004865.94
000000000.00    000000000.00    000001231.00
000000000.00    000000000.00    000001846.29
000000000.00    000000000.00    000004724.02
000000000.00    000000000.00    000007807.86
000000000.00    000000000.00    000001231.00
000000000.00    000000000.00    000001244.98
000000000.00    000000000.00    000000678.17
000000000.00    000000000.00    000000254.15
000000000.00    000000000.00    000001768.56
000000168.84    000000000.00    000000937.99
000004515.72    000000000.00    000025087.34
000001112.61    000000000.00    000006181.14
000005366.29    000000000.00    000029812.72
000005538.34    000000000.00    000030768.56
000000433.80    000000000.00    000002410.00
000000000.00    000000000.00    000003065.40
000003336.32    000000000.00    000018535.09
000000000.00    000000000.00    000003757.01
000000000.00    000000000.00    000003862.60
000000000.00    000000000.00    000003568.02
000000000.00    000000000.00    000003185.40
000000000.00    000000000.00    000001898.00
000000000.00    000000000.00    000001732.20
000000000.00    000000000.00    000003223.44
000000000.00    000000000.00    000001930.96
000000000.00    000000000.00    000001200.40
000000000.00    000000000.00    000002490.00
000000000.00    000000000.00    000001393.48
000000000.00    000000000.00    000001808.60
000000000.00    000000000.00    000003080.40
000000000.00    000000000.00    000002121.28
000000000.00    000000000.00    000003570.27
000000000.00    000000000.00    000001741.35
000000000.00    000000000.00    000001289.44
000000000.00    000000000.00    000001518.80
000000000.00    000000000.00    000000729.40
000000000.00    000000000.00    000002031.80
000000000.00    000000000.00    000001407.40
000000000.00    000000000.00    000001314.80
000000000.00    000000000.00    000000125.60
000000000.00    000000000.00    000001114.40
000000000.00    000000000.00    000001694.40
000002201.95    000000000.00    000012233.04
000000000.00    000000000.00    000017588.00
000000000.00    000000000.00    000002520.00
000012705.33    000000000.00    000070585.15
000001539.47    000000000.00    000008552.63
000020845.41    000000000.00    000115807.86
000041740.90    000000000.00    000231893.89
000028013.97    000000000.00    000155633.19
000012606.20    000000000.00    000070034.40
000003991.68    000000000.00    000022176.00
000002017.28    000000000.00    000011207.10
000001606.68    000000000.00    000008926.03
000000000.00    000000000.00    000002466.01
000005671.35    000000000.00    000031507.50
000001264.61    000000000.00    000007025.61
000009606.20    000000000.00    000053367.80
000000304.35    000000000.00    000001690.86
000001029.66    000000000.00    000005720.33
000023751.75    000000000.00    000131954.15
000000156.36    000000000.00    000002128.64
000023184.71    000000000.00    000128803.95
000004430.83    000000000.00    000024615.72
000020215.81    000000000.00    000112310.04
000046222.58    000000000.00    000256792.11
000015209.61    000000000.00    000084497.82
000001098.86    000000000.00    000006104.80
000006526.69    000000000.00    000036259.39
000000000.00    000000000.00    000000560.80
000000000.00    000000000.00    000000432.80
000000000.00    000000000.00    000000217.80
000000231.66    000000000.00    000001287.00
000017679.46    000000000.00    000098219.21
000007077.60    000000000.00    000039320.00
000022018.56    000000000.00    000122325.33
000000000.00    000000000.00    000003425.40
000000000.00    000000000.00    000000305.20
000000000.00    000000000.00    000001029.51
000000000.00    000000000.00    000003627.55
000000000.00    000000000.00    000000008.80
000000000.00    000000000.00    000001241.73
000000000.00    000000000.00    000000032.00
000000000.00    000000000.00    000000074.00
000000000.00    000000000.00    000000827.48
000000000.00    000000000.00    000000475.60
000000000.00    000000000.00    000000166.80
