000000000.00    000000000.00    000000451.88
000000000.00    000000000.00    000000059.60
000000000.00    000000000.00    000000120.80
000000000.00    000000000.00    000001311.08
000000000.00    000000000.00    000002289.41
000000000.00    000000000.00    000001708.80
000000000.00    000000000.00    000004028.88
000000000.00    000000000.00    000003916.22
000000000.00    000000000.00    000002809.25
000001356.32    000000000.00    000007535.12
000000752.23    000000000.00    000004179.04
000073025.37    000000000.00    000405696.51
000021718.96    000000000.00    000120660.87
000026248.77    000000000.00    000145826.52
000002347.47    000000000.00    000013041.48
000076056.92    000000000.00    000422538.43
000002205.78    000000000.00    000012254.35
000002264.79    000000000.00    000012582.17
000004188.52    000000000.00    000023269.57
000010066.76    000000000.00    000055926.44
000000560.60    000000000.00    000003114.42
000025591.28    000000000.00    000142173.80
000002189.16    000000000.00    000012162.00
000000617.80    000000000.00    000003432.20
000003226.26    000000000.00    000017923.73
000005894.02    000000000.00    000032744.54
000001750.62    000000000.00    000009725.56
000007300.61    000000000.00    000040558.95
000001054.83    000000000.00    000005860.17
000003974.49    000000000.00    000024600.51
000001575.78    000000000.00    000008754.24
000001220.34    000000000.00    000006779.66
000030446.96    000000000.00    000169149.78
000046012.24    000000000.00    000255623.58
000002582.61    000000000.00    000014347.83
000002514.52    000000000.00    000013969.57
000010099.18    000000000.00    000056106.55
000000701.69    000000000.00    000003898.31
000000349.20    000000000.00    000001940.00
000004161.97    000000000.00    000023122.03
000001452.96    000000000.00    000008072.03
000010296.62    000000000.00    000057203.40
000001943.46    000001943.46    000010797.00
000003780.00    000003780.00    000021000.00
000003780.00    000003780.00    000021000.00
000014986.77    000000000.00    000083259.83
000002985.57    000000000.00    000016586.44
000004995.00    000000000.00    000027750.00
000001049.22    000000000.00    000005829.00
000002457.00    000000000.00    000013650.00
000003790.80    000000000.00    000021060.00
000000231.87    000000000.00    000001288.14
000001502.54    000000000.00    000008347.44
000000000.00    000000000.00    000001650.00
000000493.79    000000000.00    000002743.25
000000648.30    000000000.00    000003601.70
000001189.07    000000000.00    000006605.93
000007550.50    000000000.00    000041947.20
000000000.00    000000000.00    000003148.40
000000156.92    000000000.00    000000871.80
000000000.00    000000000.00    000000300.00
000000000.00    000000000.00    000001000.00
000000000.00    000000000.00    000003000.00
000000000.00    000000000.00    000001000.00
000000000.00    000000000.00    000002000.00
000000343.22    000000000.00    000001906.78
000000213.56    000000000.00    000001186.44
000000000.00    000000000.00    000046800.00
000000073.22    000000000.00    000000406.78
000006069.42    000000000.00    000033719.00
000000613.98    000000000.00    000003411.00
000001066.02    000000000.00    000005922.33
000006612.72    000000000.00    000036737.28
000002859.49    000000000.00    000015885.99
000002414.59    000000000.00    000013414.34
000000000.00    000000000.00    000002824.99
000000097.63    000000000.00    000000542.38
000000275.85    000000000.00    000001532.50
000000029.75    000000000.00    000000165.25
000000000.00    000000000.00    000002000.00
000000091.53    000000000.00    000000508.47
000000000.00    000000000.00    000003690.00
000000000.00    000000000.00    000007880.40
000000046.98    000000000.00    000000261.02
000000000.00    000000000.00    000001300.00
000000000.00    000000000.00    000001300.00
000000000.00    000000000.00    000001300.00
000000000.00    000000000.00    000001500.00
000000433.07    000000000.00    000002405.93
000000000.00    000000000.00    000054568.00
000016562.12    000000000.00    000092011.79
000001507.12    000000000.00    000008372.88
000001440.77    000000000.00    000008004.23
000013264.19    000000000.00    000073689.96
000004869.88    000000000.00    000027054.93
000002593.89    000000000.00    000014410.48
000023386.54    000000000.00    000129925.22
000017038.77    000000000.00    000094659.83
000034556.23    000000000.00    000191979.04
000001402.36    000000000.00    000007790.87
000007478.88    000000000.00    000041549.34
000029987.53    000000000.00    000166597.38
000017955.55    000000000.00    000099753.07
000019243.42    000000000.00    000106907.89
000000042.93    000000000.00    000000238.51
000003844.07    000000000.00    000021355.93
000011708.97    000000000.00    000067299.85
000000000.00    000000000.00    000000655.00
000000069.10    000000000.00    000000383.90
000000082.37    000000000.00    000000457.60
000000024.44    000000000.00    000000135.76
000000320.34    000000000.00    000001779.66
000000000.00    000000000.00    000002500.00
000001309.71    000001309.71    000007276.17
000005243.22    000000000.00    000029129.00
000057816.55    000000000.00    000321203.06
000032506.11    000000000.00    000180589.52
000001121.19    000000000.00    000006228.83
000000228.81    000000000.00    000001271.19
000003330.94    000000000.00    000018505.18
000001008.61    000000000.00    000005603.40
000005328.00    000000000.00    000029600.00
000006366.81    000000000.00    000035371.18
000000000.00    000000000.00    000030040.00
000000732.20    000000000.00    000004067.80
000001402.36    000000000.00    000007790.87
000002201.58    000000000.00    000012231.00
000002833.38    000000000.00    000015741.00
000000516.60    000000000.00    000002870.00
000008163.29    000000000.00    000045351.71
000001465.83    000000000.00    000008143.48
000000871.20    000000871.20    000004840.00
000000000.00    000000000.00    000004954.00
000000040.94    000000000.00    000000227.43
000000062.54    000000000.00    000000347.46
000000080.54    000000000.00    000000447.46
000000144.92    000000000.00    000000805.08
000000000.00    000000000.00    000001300.00
000000000.00    000000000.00    000001300.00
000000000.00    000000000.00    000001100.00
000000000.00    000000000.00    000004638.00
000000112.14    000000000.00    000000622.99
000000536.11    000000000.00    000002978.39
000000000.00    000000000.00    000000100.00
000000000.00    000000000.00    000002000.00
000000405.00    000000000.00    000002250.00
000001468.61    000000000.00    000008158.95
000003181.09    000000000.00    000017672.73
000000423.31    000000000.00    000002351.70
000001546.46    000000000.00    000008591.46
000000000.00    000000000.00    000022968.30
000000360.00    000000360.00    000002000.00
000008938.10    000000000.00    000049656.09
000001229.88    000000000.00    000006832.66
000000000.00    000000000.00    000000611.29
000000000.00    000000000.00    000002670.21
000000299.87    000000000.00    000001665.92
000000004.90    000000000.00    000000027.20
000000034.07    000000000.00    000000189.30
000000077.79    000000000.00    000000432.18
000000128.89    000000000.00    000000716.06
000000000.00    000000000.00    000002000.00
000000103.05    000000000.00    000000572.50
000002170.98    000000000.00    000012061.02
000000617.45    000000000.00    000003430.26
000019467.16    000000000.00    000108150.88
000016094.61    000000000.00    000089414.47
000021590.13    000000000.00    000119945.18
000011317.26    000000000.00    000062873.68
000000000.00    000000000.00    000011449.07
000005966.76    000000000.00    000033148.68
000043013.53    000000000.00    000238964.04
000000000.00    000000000.00    000006004.90
000000000.00    000000000.00    000000308.00
000000043.93    000000000.00    000000244.07
000000033.56    000000000.00    000000186.44
000000000.00    000000000.00    000001300.00
000000000.00    000000000.00    000002500.00
000000000.00    000000000.00    000001600.00
000000344.75    000000000.00    000001915.25
000000057.20    000000000.00    000000317.80
000000025.93    000000000.00    000000144.06
000000303.56    000000000.00    000001686.44
000000000.00    000000000.00    000002000.00
000022275.16    000000000.00    000123750.87
000000701.69    000000000.00    000003898.31
000001657.89    000000000.00    000009210.53
000001537.63    000000000.00    000008542.40
000001047.78    000000000.00    000005821.01
